4,9,0.000629901885986,2,1,1.44444444444,13
5,14,0.00167798995972,3,1,1.64285714286,23
6,20,0.00432777404785,3,1,1.65,33
7,24,0.00798082351685,3,1,1.875,45
8,35,0.0169777870178,4,1,1.97142857143,69
9,42,0.0291187763214,4,1,1.92857142857,81
10,52,0.0520939826965,4,1,2.13461538462,111
11,54,0.0685448646545,4,1,2.2037037037,119
12,73,0.119903802872,4,1,2.47945205479,181
13,83,0.170922040939,4,1,2.40963855422,200
14,91,0.253349065781,5,1,2.36263736264,215
15,106,0.338089942932,4,1,2.56603773585,272
16,121,0.484158992767,4,1,2.5041322314,303
17,135,0.592114925385,4,1,2.25925925926,305
18,146,0.844855070114,4,1,2.69863013699,394
19,168,1.20015907288,5,1,2.55357142857,429
20,187,1.55552196503,5,1,2.53475935829,474
21,201,1.97240281105,5,1,2.83084577114,569
22,208,2.36460804939,5,1,2.88942307692,601
23,238,2.91720986366,5,1,2.8781512605,685
24,250,3.57698607445,5,1,2.988,747
25,261,4.32259607315,6,1,2.86206896552,747
26,279,5.00654888153,5,1,3.18637992832,889
27,298,5.87114906311,6,1,3.0,894
28,329,7.42720603943,6,1,3.26747720365,1075
29,329,8.73116493225,6,1,3.3829787234,1113
30,391,11.1302640438,6,1,3.20716112532,1254
31,395,12.1936879158,7,1,3.33164556962,1316
32,396,13.0977780819,5,1,3.17424242424,1257
33,424,15.7410190105,6,1,3.29716981132,1398
34,467,19.1202039719,6,1,3.45182012848,1612
35,486,22.8243858814,7,1,3.48148148148,1692
36,514,24.9992418289,6,1,3.48249027237,1790
37,549,29.3623788357,7,1,3.5737704918,1962
38,575,34.9317970276,7,1,3.50608695652,2016
39,605,38.9803819656,7,1,3.64297520661,2204
40,613,43.2253401279,7,1,3.6427406199,2233
41,645,48.7106819153,7,1,3.55348837209,2292
42,700,57.5483369827,7,1,3.56285714286,2494
43,724,61.6634430885,7,1,3.67403314917,2660
44,762,68.1357069016,8,1,3.91338582677,2982
45,778,76.4690229893,7,1,3.46272493573,2694
46,805,88.1746499538,7,1,3.71428571429,2990
47,831,95.8004570007,7,1,3.80024067389,3158
48,882,108.768388987,8,1,3.85260770975,3398
49,891,117.766499996,8,1,4.01122334456,3574
50,932,127.529402018,8,1,3.82081545064,3561
51,975,142.778551102,8,1,3.9158974359,3818
52,1022,160.260170937,7,1,3.89628180039,3982
53,1055,171.932883978,8,1,4.23791469194,4471
54,1107,185.303348064,7,1,3.99819331527,4426
55,1108,203.865358114,7,1,3.88989169675,4310
56,1149,210.215056896,7,1,4.1862489121,4810
57,1206,235.451243877,8,1,4.28358208955,5166
58,1225,269.424450874,9,1,4.45795918367,5461
59,1278,290.664443016,8,1,4.23474178404,5412
60,1333,317.389711857,9,1,4.30607651913,5740
61,1364,335.050363064,8,1,4.27126099707,5826
62,1399,370.145828009,8,1,4.37741243746,6124
63,1405,393.907001019,8,1,4.23274021352,5947
64,1497,419.805628777,8,1,4.07281229125,6097
65,1531,464.111294031,8,1,4.4644023514,6835
66,1561,500.145331144,8,1,4.43113388853,6917
67,1571,536.213523865,8,1,4.26989178867,6708
68,1611,541.44474411,9,1,4.65238981999,7495
69,1656,958.891158104,8,1,4.54770531401,7531
70,1746,1383.90000701,8,1,4.61111111111,8051
71,1763,1429.72390318,9,1,4.78105501985,8429
72,1860,1564.38574505,9,1,4.6747311828,8695
73,1888,1643.50516081,9,1,4.77860169492,9022
74,1926,1801.34495091,9,1,4.54049844237,8745
75,1993,1874.50852609,9,1,4.68188660311,9331
76,2023,2003.22783208,9,1,4.62778052397,9362
77,2053,2195.59289384,9,1,4.65026790063,9547
78,2125,2326.11510491,8,1,4.73223529412,10056
79,2210,2468.76856399,9,1,4.73484162896,10464
80,2247,2588.51739097,10,1,4.99154428126,11216
81,2303,2777.68414187,10,1,4.99392097264,11501
82,2403,2979.49613214,9,1,4.87806908032,11722
83,2390,3186.90609121,10,1,4.93807531381,11802
84,2438,3410.86666012,10,1,5.0623461854,12342
85,2575,3633.10328794,10,1,4.83300970874,12445
86,2528,3698.38900685,9,1,5.00751582278,12659
87,2553,4047.29652119,9,1,4.80885233059,12277
88,2710,4253.74974799,9,1,5.04169741697,13663
89,2708,4511.6201582,10,1,5.10930576071,13836
90,2839,5012.55335307,9,1,5.0003522367,14196
91,2865,5230.65165114,9,1,5.1497382199,14754
92,2926,5221.54944992,10,1,5.23718386876,15324
93,2942,5444.78670096,9,1,5.00135961931,14714
94,3075,6194.71498895,10,1,4.95349593496,15232
95,3101,6268.75180793,9,1,5.06675266043,15712
96,3159,6412.20070505,10,1,5.15163026274,16274
97,3228,7055.73146915,10,1,5.24442379182,16929
98,3201,7038.46738505,10,1,5.31021555764,16998
99,3321,7889.69867301,10,1,5.10900331226,16967
100,3386,8229.33825397,10,1,5.31866509155,18009
